[Header]
Data File Name	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\MA-ACR_20200723.gcd
Output Date	7/24/2020
Output Time	10:42:10 AM

[File Information]
Type	Data File
Generated	7/24/2020 1:20:07 AM
Generated by	Admin
Modified	7/24/2020 2:10:36 AM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquisition Date	7/24/2020 1:26:58 AM
Type	Unknown
Level	1
Sample Name	MA-ACR_20200723
Sample ID	MA-ACR_20200723
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
Sample Amount	1
Dilution Factor	1
Vial#	15
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\MA-ACR_20200723.gcd
Method File	C:\GCsolution\Data\Pfleger\Jonathan\20190412_Stabilwax_shortened_bake.gcm
Batch File	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\gc_07-23-2020.gcb
Report Format File	C:\GCsolution\System\DEFAULT.gcr

[File Comment]


[Configration]
Instrument Name	FID w/AOC
Instrument #	2
Line #	1

[Peak Table (Ch1)]
# of Peaks	81
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor
70	29.593	29.536	29.811	19942	1799	0.11	0.00000	 V 			15.102	0.000	0.000	0.000	0.000	1.007
71	30.000	29.811	30.101	15241	1511	0.10	0.00000	 V 			15.324	159386.172	0.000	0.000	0.000	1.015
72	30.292	30.255	30.362	1350	434	0.03	0.00000	   			15.483	1894569.069	0.000	1.324	1.509	1.010
73	30.602	30.381	30.693	13903	1212	0.11	0.00000	   			15.651	0.000	0.000	0.000	0.000	1.011
74	30.785	30.693	31.025	45955	6626	0.07	0.00000	 V 			15.751	558012.775	0.000	0.000	0.000	1.006
75	31.358	31.258	31.519	12235	2098	0.06	0.00000	   			16.063	721099.631	0.000	1.288	3.675	1.020
76	31.877	31.804	31.953	1954	405	0.05	0.00000	   			16.345	978065.845	0.000	0.994	3.765	1.018
77	32.104	32.060	32.243	1732	339	0.05	0.00000	   			16.468	682985.899	0.000	2.090	1.598	1.008
78	33.818	33.689	33.890	3143	472	0.07	0.00000	   			17.401	403030.550	0.000	0.746	9.332	1.057
79	34.402	34.282	34.525	4078	498	0.08	0.00000	   			17.719	331118.255	0.000	0.996	2.587	1.018
80	36.395	36.335	36.615	4192	415	0.10	0.00000	   			18.804	226702.332	0.000	2.175	7.336	1.061
81	40.811	40.596	41.095	65177	5313	0.12	0.00000	   			21.206	257444.760	0.000	1.140	14.112	1.128

[Compound Results (Ch1)]
# of IDs	25
ID#	Name	R.Time	Area	Height	Conc.	Curve	3rd	2nd	1st	Constant
1	Acetate_Sugars	4.780	3425	523	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
2	Sugars	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
3	Propionate_Sugars	5.636	60371	5499	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
4	Isobutyrate	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
5	Butyrate	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
6	Isovalerate	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
7	n-Valerate	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
8	Isocaproic	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
9	n-Caproic_Sugars	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
10	Heptanoic	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
11	Sugars	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
12	Sugars	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
13	Sugars	10.865	698218	30515	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
14	Sugars	11.544	2097234	71810	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
15	Xylose	3.361	2504	346	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
16	Xylose	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
17	Xylose	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
18	Xylose	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
19	Xylose	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
20	Xylose	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
21	Xylose	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
22	Lactic Acid	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
23	Lactic Acid	4.000	73004	9516	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
24	Lactic Acid	0.000	0	0	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	
25	Lactic Acid	10.308	39268	3007	0.00000	Default	0.0000000	0.0000000	0.0000000	0.0000000	

[Group Results (Ch1)]
# of Groups	0

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	65370
Start Time(min)	0.001
End Time(min)	43.581
R.Time	Intensity
0.00050	-287
0.00117	-288
0.00183	-289
0.00250	-289
0.00317	-290
0.00383	-291
0.00450	-291
0.00517	-292
0.00583	-292
0.00650	-292
0.00717	-293
0.00783	-294
0.00850	-294
0.00917	-294
0.00983	-294
0.01050	-294
0.01117	-293
0.01183	-292
0.01250	-291
0.01317	-291
0.01383	-290
0.01450	-289
0.01517	-289
0.01583	-288
0.01650	-288
0.01717	-288
0.01783	-287
0.01850	-285
0.01917	-284
0.01983	-283
0.02050	-281
0.02117	-280
0.02183	-278
0.02250	-277
0.02317	-276
0.02383	-275
0.02450	-274
0.02517	-273
0.02583	-273
0.02650	-272
0.02717	-272
0.02783	-271
0.02850	-271
0.02917	-270
0.02983	-270
0.03050	-269
0.03117	-269
0.03183	-269
0.03250	-269
0.03317	-269
0.03383	-269
0.03450	-269
0.03517	-269
0.03583	-269
0.03650	-269
0.03717	-269
0.03783	-269
0.03850	-269
0.03917	-269
0.03983	-269
0.04050	-269
0.04117	-268
0.04183	-268
0.04250	-268
0.04317	-269
0.04383	-269
0.04450	-270
0.04517	-270
0.04583	-270
0.04650	-270
0.04717	-270
0.04783	-270
0.04850	-270
0.04917	-270
0.04983	-271
0.05050	-270
0.05117	-270
0.05183	-270
0.05250	-270
0.05317	-270
0.05383	-270
0.05450	-270
0.05517	-270
0.05583	-269
0.05650	-269
0.05717	-269
0.05783	-270
0.05850	-270
0.05917	-269
0.05983	-269
0.06050	-270
0.06117	-270
0.06183	-270
0.06250	-270
0.06317	-270
0.06383	-270
0.06450	-270
0.06517	-270
0.06583	-270
0.06650	-269
0.06717	-269
0.06783	-269
0.06850	-269
0.06917	-269
0.06983	-269
0.07050	-269
0.07117	-269
0.07183	-269
0.07250	-269
0.07317	-269
0.07383	-269
0.07450	-268
0.07517	-268
0.07583	-269
0.07650	-269
0.07717	-268
0.07783	-268
0.07850	-268
0.07917	-268
0.07983	-269
0.08050	-269
0.08117	-269
0.08183	-269
0.08250	-269
0.08317	-270
0.08383	-270
0.08450	-271
0.08517	-271
0.08583	-271
0.08650	-271
0.08717	-271
0.08783	-271
0.08850	-272
0.08917	-272
0.08983	-272
0.09050	-273
0.09117	-274
0.09183	-275
0.09250	-276
0.09317	-276
0.09383	-277
0.09450	-277
0.09517	-277
0.09583	-277
0.09650	-277
0.09717	-277
0.09783	-277
0.09850	-277
0.09917	-277
0.09983	-278
0.10050	-278
0.10117	-278
0.10183	-279
0.10250	-279
0.10317	-279
0.10383	-279
0.10450	-279
0.10517	-279
0.10583	-279
0.10650	-279
0.10717	-279
0.10783	-279
0.10850	-279
0.10917	-279
0.10983	-280
0.11050	-280
0.11117	-280
0.11183	-280
0.11250	-280
0.11317	-280
0.11383	-279
0.11450	-279
0.11517	-279
0.11583	-279
0.11650	-278
0.11717	-278
0.11783	-278
0.11850	-278
0.11917	-278
0.11983	-278
0.12050	-278
0.12117	-277
0.12183	-277
0.12250	-277
0.12317	-277
0.12383	-277
0.12450	-277
0.12517	-277
0.12583	-277
0.12650	-278
